TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,ICB Industry,ICB Super-Sector Name,Start Date,Country of Incorporation,Trading Currency,Security Mkt Cap (in £m),LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
STI,STRATEX INTERNATIONAL PLC,ORD 1P,GB00B0T29327,SHRS,Basic Materials,Basic Resources,04/01/2006,United Kingdom,GBX,£3.50,AIM,,ASX1,AIMP
STR,STRIDE GAMING PLC,ORD 1P,JE00BWT5X884,SHRS,Consumer Services,Travel & Leisure,19/05/2015,Jersey,GBX,£167.79,AIM,,ASQ1,AMQ1
KETL,STRIX GROUP PLC,ORD 1P,IM00BF0FMG91,SHRS,Industrials,Industrial Goods & Services,08/08/2017,Isle of Man,GBX,£266.76,AIM,,AMSM,ASM6
STVG,STV GROUP PLC,ORD 50P,GB00B3CX3644,SHRS,Consumer Services,Media,01/10/2008,United Kingdom,GBX,£127.92,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
STY,STYLES & WOOD GROUP PLC,ORD 1P,GB00BLG2TG58,SHRS,Industrials,Industrial Goods & Services,29/05/2014,United Kingdom,GBX,£39.76,AIM,,ASQ1,AMQ1
SMTG,SUMMIT GERMANY LIMITED,ORD NPV,GG00BJ4FZW09,SHRS,Financials,Real Estate,26/02/2014,Guernsey,EUR,£489.24,AIM,,ASQ1,AMQ1
SUMM,SUMMIT THERAPEUTICS PLC,ORD 1P,GB00BN40HZ01,SHRS,Health Care,Healthcare,04/07/2014,United Kingdom,GBX,£144.79,AIM,,ASX1,AIMP
SUMO,SUMO GROUP PLC,ORD GBP0.01,GB00BD3HV384,SHRS,Consumer Goods,Personal & Household Goods,21/12/2017,United Kingdom,GBX,£158.41,AIM,,AMSM,ASM7
SRES,SUNRISE RESOURCES PLC,ORD 0.1P,GB00B075Z681,SHRS,Basic Materials,Basic Resources,06/06/2005,United Kingdom,GBX,£3.43,AIM,,ASX1,AIMP
SDRY,SUPERDRY PLC,ORD 5P,GB00B60BD277,SHRS,Consumer Goods,Personal & Household Goods,24/03/2010,United Kingdom,GBX,"£1,422.63",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SUPR,SUPERMARKET INCOME REIT PLC,ORD GBP0.01,GB00BF345X11,SHRS,Financials,Real Estate,21/07/2017,United Kingdom,GBX,£121.20,MAIN MARKET - SFS,,SFM2,SFQQ
46IE,S & U PLC,6% CUM PRF #1,GB0007655250,SHRS,Financials,Financial Services,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
47IE,S & U PLC,31.5% CUM PRF 12 1/2P,GB0007655474,SHRS,Financials,Financial Services,28/06/2002,United Kingdom,GBX,£1.91,MAIN MARKET,Standard Shares,SSX4,SXSN
SUS,S & U PLC,ORD 12 1/2P,GB0007655037,SHRS,Financials,Financial Services,17/09/1999,United Kingdom,GBX,£270.98,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC6
SURE,SURE VENTURES PLC,ORD GBP0.01,GB00BYWYZ460,SHRS,Financials,Financial Services,19/01/2018,United Kingdom,GBX,£3.64,MAIN MARKET - SFS,,SFM2,SFQQ
SCE,SURFACE TRANSFORMS PLC,ORD 1P,GB0002892528,SHRS,Consumer Goods,Automobiles & Parts,24/09/2002,United Kingdom,GBX,£17.68,AIM,,ASX1,AIMP
SUN,SURGICAL INNOVATIONS GROUP PLC,ORD 1P,GB0004016704,SHRS,Health Care,Healthcare,02/06/2000,United Kingdom,GBX,£28.17,AIM,,ASX1,AIMP
SUH,SUTTON HARBOUR HOLDINGS PLC,ORD 1P,GB0008659202,SHRS,Industrials,Industrial Goods & Services,02/06/2000,United Kingdom,GBX,£30.10,AIM,,ASX1,AIMP
SVM,SVM UK EMERGING FUND PLC,ORD 5P,GB0000684174,SHRS,Financials,Financial Services,18/10/2000,United Kingdom,GBX,£5.28,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
SWL,SWALLOWFIELD PLC,ORD 5P,GB0008667304,SHRS,Consumer Goods,Personal & Household Goods,09/05/2006,United Kingdom,GBX,£54.39,AIM,,ASQ1,AMQ1
SLP,SYLVANIA PLATINUM LIMITED,CMN SHS USD0.01 (DI),BMG864081044,SHRS,Basic Materials,Basic Resources,25/03/2011,Bermuda,GBX,£40.12,AIM,,ASQ1,AMQ1
SYM,SYMPHONY ENVIRONMENTAL TECHNOLOGIES PLC,ORD 1P,GB0009589168,SHRS,Industrials,Industrial Goods & Services,30/11/2001,United Kingdom,GBX,£24.49,AIM,,ASX1,AIMP
SIHL,SYMPHONY INTERNATIONAL HOLDINGS LD,ORD NPV (CDI),VGG548121059,SHRS,Financials,Financial Services,02/08/2007,British Virgin Islands,USD,£294.57,MAIN MARKET,Standard Shares,SSMU,SMEV
SNG,SYNAIRGEN PLC,ORD 1P,GB00B0381Z20,SHRS,Health Care,Healthcare,23/06/2005,United Kingdom,GBX,£10.96,AIM,,ASX1,AIMP
SYNC,SYNCONA LIMITED,ORD NPV,GG00B8P59C08,SHRS,Financials,Financial Services,26/10/2012,Guernsey,GBX,"£1,372.70",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
SNX,SYNECTICS PLC,ORD 20P,GB0007156838,SHRS,Industrials,Industrial Goods & Services,15/01/2002,United Kingdom,GBX,£35.59,AIM,,ASX1,AIMP
SYNT,SYNTHOMER PLC,ORD 10P,GB0009887422,SHRS,Basic Materials,Chemicals,19/06/2006,United Kingdom,GBX,"£1,611.03",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SYS,SYSGROUP PLC,ORD 1P,GB00BYT18182,SHRS,Technology,Technology,06/07/2016,United Kingdom,GBX,£7.90,AIM,,ASQ1,AMQ1
SYS1,SYSTEM1 GROUP PLC,ORD 1P,GB00B1GVQH21,SHRS,Consumer Services,Media,20/03/2007,United Kingdom,GBX,£38.27,AIM,,ASX1,AIMP
TPF,TALIESIN PROPERTY FUND LIMITED,ORD NPV,JE00B3B3WB31,SHRS,Financials,Real Estate,28/07/2008,Jersey,GBX,£225.42,AIM,,ASX1,AIMP
TPFZ,TALIESIN PROPERTY FUND LIMITED,ZDP 100P,JE00BCDP4K39,SHRS,Financials,Real Estate,05/09/2013,Jersey,GBX,£20.10,MAIN MARKET,Standard Shares,SSQ3,SQS3
TALK,TALKTALK TELECOM GROUP PLC,ORD 0.1P,GB00B4YCDF59,SHRS,Telecommunications,Telecommunications,24/03/2010,United Kingdom,GBX,"£1,136.45",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TND,TANDEM GROUP PLC,ORD 25P,GB00B460T373,SHRS,Consumer Goods,Personal & Household Goods,25/09/2009,United Kingdom,GBX,£5.28,AIM,,ASX1,AIMP
TAN,TANFIELD GROUP PLC,ORD 5P,GB00B4QHFM95,SHRS,Industrials,Industrial Goods & Services,19/06/2009,United Kingdom,GBX,£20.32,AIM,,AMSM,ASM6
TAP,TAPTICA INTERNATIONAL LTD,ORD NIS0.01 (DI),IL0011320343,SHRS,Consumer Services,Media,28/05/2014,Israel,GBX,£300.61,AIM,,ASQ1,AMQ1
THRL,TARGET HEALTHCARE REIT LIMITED,ORD NPV,JE00B95CGW71,SHRS,Financials,Real Estate,07/03/2013,Jersey,GBX,£290.01,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
TRS,TARSUS GROUP PLC,ORD 5P,JE00B3DG9318,SHRS,Consumer Services,Media,26/11/2008,Jersey,GBX,£378.97,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC6
TAST,TASTY PLC,ORD 10P,GB00B17MN067,SHRS,Consumer Services,Travel & Leisure,21/03/2007,United Kingdom,GBX,£10.85,AIM,,ASX1,AIMP
BD15,TATE & LYLE PLC,6.5% CUM PRF £1,GB0008754466,SHRS,Consumer Goods,Food & Beverage,28/06/2002,United Kingdom,GBX,,MAIN MARKET,Standard Shares,SSX4,SXSN
TATE,TATE & LYLE PLC,ORD 25P,GB0008754136,SHRS,Consumer Goods,Food & Beverage,20/12/2004,United Kingdom,GBX,"£2,988.77",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TAM,TATTON ASSET MANAGEMENT PLC,ORD GBP0.20,GB00BYX1P358,SHRS,Financials,Financial Services,06/07/2017,United Kingdom,GBX,£132.50,AIM,,AMSM,ASM7
TAU,TAU CAPITAL PLC,ORD 1P,IM00B1VVFG94,SHRS,Financials,Financial Services,09/05/2007,Isle of Man,USD,£2.07,AIM,,ASX1,AIMP
TAVI,TAVISTOCK INVESTMENTS PLC,ORD 1P,GB00BLNMLS43,SHRS,Financials,Financial Services,02/06/2014,United Kingdom,GBX,£20.68,AIM,,ASQ1,AMQ1
TAX,TAX SYSTEMS PLC,ORD 1P,GB00BDHLGB97,SHRS,Technology,Technology,26/07/2016,United Kingdom,GBX,£66.98,AIM,,ASQ1,AMQ1
TW.,TAYLOR WIMPEY PLC,ORD 1P,GB0008782301,SHRS,Consumer Goods,Personal & Household Goods,18/06/2001,United Kingdom,GBX,"£6,242.95",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
TBCG,TBC BANK GROUP PLC,ORD GBP0.01,GB00BYT18307,SHRS,Financials,Banks,10/08/2016,United Kingdom,GBX,£868.08,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TECH,TECHFINANCIALS INC,ORD USD0.0005 (DI),VGG870911077,SHRS,Technology,Technology,16/03/2015,British Virgin Islands,GBX,£16.69,AIM,,ASQ1,AMQ1
TED,TED BAKER PLC,ORD 5P,GB0001048619,SHRS,Consumer Goods,Personal & Household Goods,08/07/2005,United Kingdom,GBX,"£1,333.32",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TEK,TEKCAPITAL PLC,ORD £0.004,GB00BKXGY798,SHRS,Technology,Technology,04/04/2014,United Kingdom,GBX,£9.81,AIM,,ASQ1,AMQ1
TEP,TELECOM PLUS PLC,ORD 5P,GB0008794710,SHRS,Telecommunications,Telecommunications,08/07/2005,United Kingdom,GBX,£909.17,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TDE,TELEFONICA SA,TELEFONICA ORD SHS,ES0178430E18,SHRS,Telecommunications,Telecommunications,01/11/2007,Spain,EUR,"£37,783.82",MAIN MARKET,Standard Shares,SSMU,SMEV
TEF,TELFORD HOMES PLC,ORD 10P,GB0031022154,SHRS,Consumer Goods,Personal & Household Goods,13/03/2007,United Kingdom,GBX,£310.03,AIM,,AMSM,AS50
TCM,TELIT COMMUNICATIONS PLC,ORD 1P,GB00B06GM726,SHRS,Technology,Technology,04/04/2005,United Kingdom,GBX,£225.05,AIM,,AMSM,ASM6
TMPL,TEMPLE BAR INVESTMENT TRUST PLC,ORD 25P,GB0008825324,SHRS,Financials,Financial Services,31/10/2003,United Kingdom,GBX,£868.01,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
TEM,TEMPLETON EMERGING MARKETS INVESTMENT TRUST PLC,ORD 25P,GB0008829292,SHRS,Financials,Financial Services,31/10/2003,United Kingdom,GBX,"£2,246.57",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
TEG,TEN ENTERTAINMENT GROUP PLC,ORD 1P,GB00BF020D33,SHRS,Consumer Services,Travel & Leisure,19/04/2017,United Kingdom,GBX,£167.70,MAIN MARKET,Premium Equity Commercial Companies,SET3,ON15
TENG,TEN LIFESTYLE GROUP PLC,ORD 0.1P,GB00BF188X60,SHRS,Consumer Services,Travel & Leisure,29/11/2017,United Kingdom,GBX,£131.06,AIM,,AMSM,ASM7
TERN,TERN PLC,ORD 0.02P,GB00BFPMV798,SHRS,Technology,Technology,04/11/2013,United Kingdom,GBX,£4.97,AIM,,ASQ1,AMQ1
TCA,TERRA CAPITAL PLC,ORD USD0.10,IM00B1GJR404,SHRS,Financials,Financial Services,17/11/2006,Isle of Man,USD,£47.31,AIM,,ASQ1,AMQ1
TYM,TERTIARY MINERALS PLC,ORD 0.01P,GB0008854563,SHRS,Basic Materials,Basic Resources,23/09/2004,United Kingdom,GBX,£6.55,AIM,,ASX1,AIMP
TSCO,TESCO PLC,ORD 5P,GB0008847096,SHRS,Consumer Services,Retail,24/11/2003,United Kingdom,GBX,"£17,120.66",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
TFG,TETRAGON FINANCIAL GROUP LIMITED,ORD USD0.001,GG00B1RMC548,SHRS,Financials,Financial Services,09/11/2015,Guernsey,USD,"£1,350.73",MAIN MARKET - SFS,,SFM2,SFQQ
TXH,TEX HOLDINGS PLC,ORD 10P,GB0008850470,SHRS,Industrials,Industrial Goods & Services,17/09/1999,United Kingdom,GBX,£7.40,MAIN MARKET,Premium Equity Commercial Companies,SSQ3,SQQ3
THAL,THALASSA HOLDINGS LIMITED,ORD SHS USD0.01 (DI),VGG878801031,SHRS,Oil & Gas,Oil & Gas,29/07/2008,British Virgin Islands,GBX,£17.45,AIM,,ASX1,AIMP
THS,THARISA PLC,ORD USD0.001 (DI),CY0103562118,SHRS,Basic Materials,Basic Resources,08/06/2016,Cyprus,GBX,£368.01,MAIN MARKET,Standard Shares,SSQ3,SQS3
EUT,THE EUROPEAN INVESTMENT TRUST PLC,ORD 25P,GB0003295010,SHRS,Financials,Financial Services,19/12/2005,United Kingdom,GBX,£399.90,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
FUL,THE FULHAM SHORE PLC,ORD GBP0.01,GB00B9F8VG44,SHRS,Consumer Services,Travel & Leisure,20/10/2014,United Kingdom,GBX,£77.85,AIM,,ASQ1,AMQ1
GYM,THE GYM GROUP PLC,ORD 0.01P,GB00BZBX0P70,SHRS,Consumer Services,Travel & Leisure,12/11/2015,United Kingdom,GBX,£317.44,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
LSR,THE LOCAL SHOPPING REIT PLC,ORD 20P,GB00B1VS7G47,SHRS,Financials,Real Estate,18/06/2007,United Kingdom,GBX,£25.49,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SET3,ON10
TMMG,THE MISSION MARKETING GROUP PLC,ORD 10P,GB00B11FD453,SHRS,Consumer Services,Media,20/12/2006,United Kingdom,GBX,£38.80,AIM,,ASX1,AIMP
TRIG,THE RENEWABLES INFRASTRUCTURE GROUP LIMITED,ORD NPV,GG00BBHX2H91,SHRS,Financials,Financial Services,29/07/2013,Guernsey,GBX,"£1,007.97",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
TSL,THINKSMART LIMITED,ORD NPV (DI),AU000XINEAE8,SHRS,Financials,Financial Services,06/12/2016,Australia,GBX,£8.17,AIM,,ASQ1,AMQ1
TPOG,THIRD POINT OFFSHORE INVESTORS LIMITED,ORD NPV £,GG00B1YQ6R97,SHRS,Financials,Financial Services,24/07/2007,Guernsey,GBX,£33.87,MAIN MARKET,Standard Shares,SSX3,SQSL
TPOU,THIRD POINT OFFSHORE INVESTORS LIMITED,ORD NPV $,GG00B1YQ7219,SHRS,Financials,Financial Services,24/07/2007,Guernsey,USD,£571.84,MAIN MARKET,Standard Shares,SSMU,SMEU
TCG,THOMAS COOK GROUP PLC,ORD EUR0.01,GB00B1VYCH82,SHRS,Consumer Services,Travel & Leisure,19/06/2007,United Kingdom,GBX,"£1,938.24",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
THR,THOR MINING PLC,ORD 0.01P,GB00BD0NBV71,SHRS,Basic Materials,Basic Resources,01/12/2016,United Kingdom,GBX,£22.37,AIM,,ASQ1,AMQ1
TFW,THORPE (F.W.) PLC,ORD 1P,GB00BC9ZLX92,SHRS,Industrials,Industrial Goods & Services,19/08/2013,United Kingdom,GBX,£377.75,AIM,,AMSM,AS50
THRU,THRUVISION GROUP PLC,ORD 1P,GB00B627R876,SHRS,Industrials,Industrial Goods & Services,04/03/2010,United Kingdom,GBX,£24.36,AIM,,ASQ1,AMQ1
TIFS,TI FLUID SYSTEMS PLC,ORD 1P,GB00BYQB9V88,SHRS,Consumer Goods,Automobiles & Parts,28/10/2017,United Kingdom,GBX,"£1,360.86",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TIR,TIGER RESOURCE FINANCE PLC,ORD 0.1P,GB0002308525,SHRS,Financials,Financial Services,22/01/2001,United Kingdom,GBX,£0.94,AIM,,ASX1,AIMP
TMO,TIME OUT GROUP PLC,ORD GBP0.001,GB00BYYV0629,SHRS,Consumer Services,Media,14/06/2016,United Kingdom,GBX,£177.37,AIM,,ASQ1,AMQ1
TBGR,TISO BLACKSTAR GROUP SE,ORD EUR0.76,GB00BF37LF46,SHRS,Consumer Services,Media,03/07/2017,United Kingdom,GBX,£113.94,AIM,,ASQ1,AMQ1
TRX,TISSUE REGENIX GROUP PLC,ORD 0.5P,GB00B5SGVL29,SHRS,Health Care,Healthcare,29/06/2010,United Kingdom,GBX,£102.75,AIM,,ASQ1,AMQ1
TON,TITON HOLDINGS PLC,ORD 10P,GB0008941402,SHRS,Industrials,Construction & Materials,17/09/1999,United Kingdom,GBX,£17.11,MAIN MARKET,Premium Equity Commercial Companies,SSQ3,SQQ3
TILS,TIZIANA LIFE SCIENCES PLC,ORD 3P,GB00BKWNZY55,SHRS,Health Care,Healthcare,24/04/2014,United Kingdom,GBX,£180.32,AIM,,AMSM,ASM7
TLA,TLA WORLDWIDE PLC,ORD 2P,GB00B68HD384,SHRS,Consumer Services,Media,08/12/2011,United Kingdom,GBX,£32.99,AIM,,ASQ1,AMQ1
TLOU,TLOU ENERGY LIMITED,ORD NPV (DI),AU000000TOU2,SHRS,Oil & Gas,Oil & Gas,30/11/2015,Australia,GBX,£44.47,AIM,,ASQ1,AMQ1
TMT,TMT INVESTMENTS PLC,ORD NPV,JE00B3RQZ289,SHRS,Financials,Financial Services,10/12/2010,Jersey,USD,£56.00,AIM,,AMSM,ASM8
PBLT,TOC PROPERTY BACKED LENDING TRUST PLC,ORD 1P,GB00BD0ND667,SHRS,Financials,Financial Services,24/01/2017,United Kingdom,GBX,£24.48,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
TOM,TOMCO ENERGY PLC,ORD NPV,IM00BZBXMN96,SHRS,Oil & Gas,Oil & Gas,12/06/2017,Isle of Man,GBX,£0.95,AIM,,AMSM,ASM7
THL,TONGAAT HULETT LIMITED,ORD R1,ZAE000096541,SHRS,Consumer Goods,Food & Beverage,02/07/2007,South Africa,GBX,£887.40,MAIN MARKET,Standard Shares,SSX4,SXSN
TOOP,TOOPLE PLC,ORD 0.0667P,GB00BZ8TP087,SHRS,Technology,Technology,10/05/2016,United Kingdom,GBX,£2.15,MAIN MARKET,Standard Shares,SSQ3,SQS3
TPT,TOPPS TILES PLC,ORD 3 1/3P,GB00B18P5K83,SHRS,Consumer Services,Retail,01/08/2006,United Kingdom,GBX,£182.49,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
TRK,TOROTRAK PLC,ORD 1P,GB0002922382,SHRS,Consumer Goods,Automobiles & Parts,19/12/2005,United Kingdom,GBX,£0.00,MAIN MARKET,,SET3,ON15
TLY,TOTALLY PLC,ORD 10P,GB00BYM1JJ00,SHRS,Health Care,Healthcare,15/09/2015,United Kingdom,GBX,£24.22,AIM,,ASQ1,AMQ1
TOT,TOTAL PRODUCE PLC,ORD EUR0.01,IE00B1HDWM43,SHRS,Consumer Services,Retail,02/01/2007,Ireland,GBX,£675.16,AIM,,ASQ1,AMQ1
TTA,TOTAL S.A.,TOTAL ORD SHS,FR0000120271,SHRS,Oil & Gas,Oil & Gas,07/11/2007,France,EUR,"£104,029.45",MAIN MARKET,Standard Shares,SSMU,SMEU
TST,TOUCHSTAR PLC,ORD 5P,GB00BD9YDB55,SHRS,Technology,Technology,25/05/2016,United Kingdom,GBX,£4.51,AIM,,ASX1,AIMP
TXP,TOUCHSTONE EXPLORATION INC,COM SHS NPV (DI),CA89156L1085,SHRS,Oil & Gas,Oil & Gas,26/06/2017,Canada,GBX,£15.61,AIM,,ASQ1,AMQ1
TRP,TOWER RESOURCES PLC,ORD 1P,GB00BZ6D6J81,SHRS,Oil & Gas,Oil & Gas,07/04/2016,United Kingdom,GBX,£3.27,AIM,,ASX1,AIMP
TOWN,TOWN CENTRE SECURITIES PLC,ORD 25P,GB0003062816,SHRS,Financials,Real Estate,08/07/2005,United Kingdom,GBX,£148.85,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC6
TYT,TOYOTA MOTOR CORPORATION,Y50,JP3633400001,SHRS,Consumer Goods,Automobiles & Parts,27/09/2004,Japan,JPY,"£146,920.78",MAIN MARKET,Standard Shares,SSX4,SXSN
TPG,TP GROUP PLC,ORD 1P,GB0030591514,SHRS,Industrials,Industrial Goods & Services,04/07/2001,United Kingdom,GBX,£49.31,AIM,,ASX1,AIMP
TCAP,TP ICAP PLC,ORD 25P,GB00B1H0DZ51,SHRS,Financials,Financial Services,19/12/2006,United Kingdom,GBX,"£2,936.90",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TRCS,TRACSIS PLC,ORD 0.4P,GB00B28HSF71,SHRS,Technology,Technology,27/11/2007,United Kingdom,GBX,£147.96,AIM,,ASQ1,AMQ1
TRE,TRADING EMISSIONS PLC,ORD 1P,GB00B073G363,SHRS,Financials,Financial Services,02/12/2005,Isle of Man,GBX,£4.52,AIM,,AMSM,ASM7
TRAF,TRAFALGAR NEW HOMES PLC,ORD 1P,GB00B0SP7491,SHRS,Consumer Goods,Personal & Household Goods,16/07/2013,United Kingdom,GBX,£1.85,AIM,,ASQ1,AMQ1
TRAK,TRAKM8 HOLDINGS PLC,ORD 1P,GB00B0P1RP10,SHRS,Technology,Technology,29/11/2005,United Kingdom,GBX,£34.67,AIM,,ASX1,AIMP
TRT,TRANSENSE TECHNOLOGIES PLC,ORD 50P,GB00BDHDTH21,SHRS,Consumer Goods,Automobiles & Parts,24/11/2016,United Kingdom,GBX,£5.16,AIM,,ASX1,AIMP
TSG,TRANS-SIBERIAN GOLD PLC,ORD 10P,GB0033756866,SHRS,Basic Materials,Basic Resources,25/11/2003,United Kingdom,GBX,£49.52,AIM,,ASQ1,AMQ1
TPK,TRAVIS PERKINS PLC,ORD 10P,GB0007739609,SHRS,Industrials,Industrial Goods & Services,31/10/2003,United Kingdom,GBX,"£3,680.38",MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
TET,TREATT PLC,ORD 2P,GB00BKS7YK08,SHRS,Basic Materials,Chemicals,19/05/2014,United Kingdom,GBX,£242.18,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
TRG,TR EUROPEAN GROWTH TRUST PLC,ORD 12.5P,GB0009066928,SHRS,Financials,Financial Services,08/07/2005,United Kingdom,GBX,£612.32,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
TRD,TRIAD GROUP PLC,ORD 1P,GB0009035741,SHRS,Technology,Technology,24/09/2003,United Kingdom,GBX,£8.40,MAIN MARKET,Premium Equity Commercial Companies,SSQ3,SQQ3
TRB,TRIBAL GROUP PLC,ORD 5P,GB0030181522,SHRS,Technology,Technology,08/07/2005,United Kingdom,GBX,£156.84,AIM,,AMSM,ASM7
TCN,TRICORN GROUP PLC,ORD 10P,GB0009716340,SHRS,Industrials,Industrial Goods & Services,24/03/2005,United Kingdom,GBX,£7.43,AIM,,ASX1,AIMP
TRI,TRIFAST PLC,ORD 5P,GB0008883927,SHRS,Industrials,Industrial Goods & Services,19/12/2005,United Kingdom,GBX,£305.55,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC7
TRC,TRINITY CAPITAL PLC,ORD 1P,GB00B0ZL5243,SHRS,Financials,Real Estate,21/04/2006,Isle of Man,GBX,£1.53,AIM,,ASX1,AIMP
TRIN,TRINITY EXPLORATION & PRODUCTION PLC,ORD USD0.01,GB00B8JG4R91,SHRS,Oil & Gas,Oil & Gas,14/02/2013,United Kingdom,GBX,£45.89,AIM,,AMSM,ASM7
TNI,TRINITY MIRROR PLC,ORD 10P,GB0009039941,SHRS,Consumer Services,Media,14/06/2004,United Kingdom,GBX,£205.08,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
TPV1,TRIPLE POINT INCOME VCT PLC,ORD 1P,GB00B29KPN29,SHRS,Financials,Financial Services,18/02/2008,United Kingdom,GBX,£9.73,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX4,SXNC
TPVA,TRIPLE POINT INCOME VCT PLC,A ORD 1P,GB00B87XBC63,SHRS,Financials,Financial Services,22/11/2012,United Kingdom,GBX,£0.51,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX4,SXNC
TPVC,TRIPLE POINT INCOME VCT PLC,C ORD 1P,GB00BGSH2G43,SHRS,Financials,Financial Services,20/02/2014,United Kingdom,GBX,£0.00,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX4,SXNC
TPVD,TRIPLE POINT INCOME VCT PLC,D ORD 1P,GB00BNCBFH30,SHRS,Financials,Financial Services,03/02/2015,United Kingdom,GBX,£0.00,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX4,SXNC
TPVE,TRIPLE POINT INCOME VCT PLC,E ORD 1P,GB00BD89H869,SHRS,Financials,Financial Services,19/04/2017,United Kingdom,GBX,£0.00,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX4,SXNC
SOHO,TRIPLE POINT SOCIAL HOUSING REIT PLC,ORD 1P,GB00BF0P7H59,SHRS,,,08/08/2017,United Kingdom,GBX,£209.50,MAIN MARKET - SFS,,SFM1,SFML
TPOA,TRIPLE POINT VCT 2011 PLC,A ORD 1P,GB00BNCBFM82,SHRS,Financials,Financial Services,17/03/2015,United Kingdom,GBX,£0.00,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX4,SXNC
TPOB,TRIPLE POINT VCT 2011 PLC,B ORD 1P,GB00BYSQV489,SHRS,Financials,Financial Services,18/04/2016,United Kingdom,GBX,£0.00,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSX4,SXNC
TSTR,TRI-STAR RESOURCES PLC,ORD 0.005P,GB0033646281,SHRS,Basic Materials,Basic Resources,15/10/2003,United Kingdom,GBX,£22.35,AIM,,ASX1,AIMP
TSTL,TRISTEL PLC,ORD 1P,GB00B07RVT99,SHRS,Health Care,Healthcare,21/03/2007,United Kingdom,GBX,£117.14,AIM,,ASQ1,AMQ1
BBOX,TRITAX BIG BOX REIT PLC,ORD 1P,GB00BG49KP99,SHRS,Financials,Real Estate,09/12/2013,United Kingdom,GBX,"£2,033.12",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
TIGT,TROY INCOME & GROWTH TRUST PLC,ORD 25P,GB0003708665,SHRS,Financials,Financial Services,12/12/2006,United Kingdom,GBX,£226.97,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
TRY,TR PROPERTY INVESTMENT TRUST PLC,ORD 25P,GB0009064097,SHRS,Financials,Financial Services,31/10/2003,United Kingdom,GBX,"£1,231.32",MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
TTG,TT ELECTRONICS PLC,ORD 25P,GB0008711763,SHRS,Industrials,Industrial Goods & Services,08/07/2005,United Kingdom,GBX,£345.38,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SHIP,TUFTON OCEANIC ASSETS LIMITED,ORD NPV,GG00BDFC1649,SHRS,Financials,Financial Services,20/12/2017,Guernsey,USD,£67.19,MAIN MARKET - SFS,,SFM2,SFQQ
TUI,TUI AG,ORD REG SHS NPV (DI),DE000TUAG000,SHRS,Consumer Services,Travel & Leisure,17/12/2014,Germany,GBX,"£9,357.07",MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
